Table of FindAllMarkers Function Output: Gene Expression Differential Analysis Results,,,,,,,
,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
CMTM72,2.12E-61,0.552577199,0.606,0.171,6.66E-57,C8_LY6E,CMTM7
RARRES33,2.39E-60,1.017397207,0.778,0.262,7.49E-56,C8_LY6E,RARRES3
CH17-189H20.11,9.69E-59,0.367658603,0.48,0.113,3.04E-54,C8_LY6E,CH17-189H20.1
TNFAIP2,1.01E-58,0.442890377,0.389,0.077,3.16E-54,C8_LY6E,TNFAIP2
AC090498.15,1.17E-58,0.87965893,0.884,0.354,3.68E-54,C8_LY6E,AC090498.1
KLK81,1.91E-58,0.348414595,0.364,0.069,5.97E-54,C8_LY6E,KLK8
RBMS1,5.21E-58,0.264979976,0.374,0.072,1.63E-53,C8_LY6E,RBMS1
C19orf604,1.10E-57,0.696107884,0.813,0.301,3.43E-53,C8_LY6E,C19orf60
HLA-DMA3,4.48E-57,0.611779306,0.611,0.179,1.41E-52,C8_LY6E,HLA-DMA
NR4A24,1.40E-56,0.675558015,0.818,0.308,4.40E-52,C8_LY6E,NR4A2
RP11-54H7.43,1.92E-56,0.451993725,0.5,0.126,6.01E-52,C8_LY6E,RP11-54H7.4
KLK102,2.12E-55,0.676663088,0.566,0.154,6.64E-51,C8_LY6E,KLK10
SAA2,4.81E-55,0.344385686,0.258,0.039,1.51E-50,C8_LY6E,SAA2
LYPD3,6.29E-55,0.539336442,0.313,0.056,1.97E-50,C8_LY6E,LYPD3
TYROBP,2.27E-54,0.508362965,0.318,0.059,7.11E-50,C8_LY6E,TYROBP
ETS1,2.46E-54,0.256505207,0.455,0.105,7.69E-50,C8_LY6E,ETS1
RP11-138A9.1,2.98E-54,0.337574644,0.455,0.109,9.34E-50,C8_LY6E,RP11-138A9.1
ATP5G28,2.99E-54,1.074739764,0.924,0.41,9.37E-50,C8_LY6E,ATP5G2
TACSTD24,4.55E-54,0.758527119,0.753,0.258,1.42E-49,C8_LY6E,TACSTD2
SLC5A33,1.40E-53,0.509142392,0.601,0.182,4.37E-49,C8_LY6E,SLC5A3
PLAUR4,1.87E-53,0.966748035,0.894,0.387,5.87E-49,C8_LY6E,PLAUR
C11orf316,4.87E-53,0.83956693,0.889,0.368,1.52E-48,C8_LY6E,C11orf31
IGHG31,8.53E-53,0.316242343,0.551,0.147,2.67E-48,C8_LY6E,IGHG3
TFPI2,1.16E-52,0.423920075,0.419,0.096,3.63E-48,C8_LY6E,TFPI
ATP5E8,1.86E-52,1.082468052,0.924,0.437,5.83E-48,C8_LY6E,ATP5E
CRIP14,2.14E-52,0.7176221,0.848,0.334,6.72E-48,C8_LY6E,CRIP1
PRDM1,3.72E-52,0.415706036,0.515,0.136,1.16E-47,C8_LY6E,PRDM1
ONECUT3,1.64E-51,0.296224513,0.348,0.069,5.15E-47,C8_LY6E,ONECUT3
KLK71,2.47E-51,0.315159473,0.303,0.055,7.74E-47,C8_LY6E,KLK7
CXCL26,2.69E-51,1.07332429,0.859,0.376,8.41E-47,C8_LY6E,CXCL2
LINC004936,7.49E-51,0.733737906,0.879,0.353,2.35E-46,C8_LY6E,LINC00493
NFKBIA4,9.46E-51,1.270980793,0.98,0.65,2.96E-46,C8_LY6E,NFKBIA
MYEOV25,1.58E-50,0.633644879,0.854,0.334,4.94E-46,C8_LY6E,MYEOV2
LINC001163,2.33E-50,0.506711307,0.606,0.194,7.31E-46,C8_LY6E,LINC00116
DIO3,3.67E-50,0.387161917,0.338,0.067,1.15E-45,C8_LY6E,DIO3
PHLDA17,3.75E-50,0.947463799,0.884,0.399,1.17E-45,C8_LY6E,PHLDA1
TM4SF16,5.18E-50,1.012633205,0.96,0.47,1.62E-45,C8_LY6E,TM4SF1
IFI16,6.00E-50,0.276724789,0.561,0.153,1.88E-45,C8_LY6E,IFI16
EIF15,1.02E-49,0.796036583,0.995,0.89,3.19E-45,C8_LY6E,EIF1
PHLDA34,2.08E-49,0.540415407,0.576,0.175,6.52E-45,C8_LY6E,PHLDA3
WHSC1L13,4.13E-49,0.455670305,0.652,0.219,1.29E-44,C8_LY6E,WHSC1L1
CXCL18,2.20E-48,1.126923701,0.828,0.348,6.90E-44,C8_LY6E,CXCL1
DCBLD1,2.42E-48,0.353249434,0.399,0.095,7.59E-44,C8_LY6E,DCBLD1
BIRC34,2.51E-48,0.551802439,0.697,0.24,7.85E-44,C8_LY6E,BIRC3
TCEB17,3.25E-48,0.679650242,0.879,0.347,1.02E-43,C8_LY6E,TCEB1
UBE2L61,8.30E-48,0.558807384,0.702,0.253,2.60E-43,C8_LY6E,UBE2L6
YPEL52,9.21E-48,0.664994173,0.854,0.393,2.89E-43,C8_LY6E,YPEL5
SELK6,2.71E-47,0.620757066,0.833,0.322,8.49E-43,C8_LY6E,SELK
C14orf27,2.78E-47,0.823950986,0.919,0.396,8.70E-43,C8_LY6E,C14orf2
SHFM18,3.35E-47,0.812756864,0.914,0.394,1.05E-42,C8_LY6E,SHFM1
TRIM54,3.94E-47,0.273094366,0.394,0.092,1.23E-42,C8_LY6E,TRIM54
FXYD54,4.18E-47,0.800145083,0.914,0.459,1.31E-42,C8_LY6E,FXYD5
LINC014203,1.19E-46,0.516156048,0.672,0.236,3.72E-42,C8_LY6E,LINC01420
RIPK22,1.82E-46,0.531008725,0.591,0.201,5.69E-42,C8_LY6E,RIPK2
C9orf1424,2.09E-46,0.399898051,0.712,0.252,6.54E-42,C8_LY6E,C9orf142
C7orf733,5.30E-46,0.532976301,0.753,0.284,1.66E-41,C8_LY6E,C7orf73
MMP24-AS14,5.70E-46,0.582019845,0.742,0.284,1.79E-41,C8_LY6E,MMP24-AS1
NPSR1,1.29E-45,0.274624736,0.333,0.071,4.03E-41,C8_LY6E,NPSR1
HMGA21,1.42E-45,0.322171647,0.414,0.103,4.46E-41,C8_LY6E,HMGA2
FTH16,3.06E-45,1.126603651,1,0.884,9.58E-41,C8_LY6E,FTH1
ATP5L7,3.55E-45,0.881634242,0.924,0.414,1.11E-40,C8_LY6E,ATP5L
ZFAS16,9.80E-45,1.038978267,0.99,0.716,3.07E-40,C8_LY6E,ZFAS1
CCDC109B,1.17E-44,0.280332228,0.348,0.079,3.66E-40,C8_LY6E,CCDC109B
LYRM5,1.30E-44,0.273885945,0.414,0.106,4.07E-40,C8_LY6E,LYRM5
DUSP43,2.06E-44,0.315000998,0.571,0.175,6.45E-40,C8_LY6E,DUSP4
PSMB93,3.62E-44,0.881128698,0.894,0.445,1.13E-39,C8_LY6E,PSMB9
DCBLD22,4.20E-44,0.53179846,0.505,0.151,1.32E-39,C8_LY6E,DCBLD2
USMG58,4.21E-44,0.735631155,0.924,0.404,1.32E-39,C8_LY6E,USMG5
FKBP101,7.69E-44,0.352757881,0.475,0.136,2.41E-39,C8_LY6E,FKBP10
C20orf245,9.00E-44,0.595614527,0.838,0.319,2.82E-39,C8_LY6E,C20orf24
ATP5H6,2.44E-43,0.689963672,0.864,0.361,7.65E-39,C8_LY6E,ATP5H
KLF21,2.79E-43,0.437240419,0.667,0.231,8.75E-39,C8_LY6E,KLF2
PMAIP14,4.56E-43,0.627579281,0.879,0.418,1.43E-38,C8_LY6E,PMAIP1
MESDC22,5.51E-43,0.372101294,0.611,0.208,1.73E-38,C8_LY6E,MESDC2
CTSC4,6.98E-43,1.011909488,0.798,0.371,2.19E-38,C8_LY6E,CTSC
PLIN24,1.39E-42,0.637274798,0.732,0.292,4.36E-38,C8_LY6E,PLIN2
VAMP5,1.64E-42,0.323756566,0.47,0.133,5.14E-38,C8_LY6E,VAMP5
ADIRF6,2.50E-42,1.094420446,0.924,0.509,7.82E-38,C8_LY6E,ADIRF
B2M5,2.85E-42,0.806191055,0.985,0.792,8.93E-38,C8_LY6E,B2M
TCEB27,3.55E-42,0.81480121,0.924,0.422,1.11E-37,C8_LY6E,TCEB2
RPS208,4.27E-42,0.772367374,1,0.855,1.34E-37,C8_LY6E,RPS20
UBA527,4.50E-42,0.7062029,0.995,0.86,1.41E-37,C8_LY6E,UBA52
CHURC11,5.32E-42,0.499513722,0.813,0.349,1.67E-37,C8_LY6E,CHURC1
MYADM6,5.98E-42,0.601054504,0.798,0.349,1.87E-37,C8_LY6E,MYADM
C17orf895,1.35E-41,0.49123703,0.747,0.288,4.22E-37,C8_LY6E,C17orf89
CXCL36,1.55E-41,0.951925701,0.884,0.441,4.86E-37,C8_LY6E,CXCL3
CSRNP12,1.70E-41,0.464413914,0.687,0.263,5.31E-37,C8_LY6E,CSRNP1
ELFN1-AS11,4.46E-41,0.329038022,0.465,0.136,1.40E-36,C8_LY6E,ELFN1-AS1
C16orf137,9.34E-41,0.489741193,0.823,0.323,2.93E-36,C8_LY6E,C16orf13
TMEM2615,1.13E-40,0.549838398,0.758,0.296,3.53E-36,C8_LY6E,TMEM261
TMSB4X4,1.44E-40,0.86167103,1,0.971,4.52E-36,C8_LY6E,TMSB4X
RP11-357H14.172,2.91E-40,0.27672588,0.631,0.218,9.11E-36,C8_LY6E,RP11-357H14.17
SELT3,2.98E-40,0.413985335,0.652,0.236,9.35E-36,C8_LY6E,SELT
SEPW18,4.37E-40,0.589742649,0.864,0.356,1.37E-35,C8_LY6E,SEPW1
DDIT45,5.73E-40,1.082494695,0.889,0.486,1.80E-35,C8_LY6E,DDIT4
POLR2J33,5.98E-40,0.403946088,0.611,0.221,1.87E-35,C8_LY6E,POLR2J3
ATP5O6,7.15E-40,0.641812476,0.889,0.37,2.24E-35,C8_LY6E,ATP5O
C19orf437,1.13E-39,0.625653211,0.879,0.368,3.54E-35,C8_LY6E,C19orf43
ATP5J7,1.19E-39,0.605241287,0.899,0.374,3.74E-35,C8_LY6E,ATP5J
C19orf335,1.62E-39,0.849489902,0.96,0.593,5.06E-35,C8_LY6E,C19orf33
HLA-DQB1,1.91E-39,0.356312842,0.404,0.108,6.00E-35,C8_LY6E,HLA-DQB1
CD594,2.86E-39,0.566437525,0.874,0.407,8.96E-35,C8_LY6E,CD59
RPS295,2.93E-39,0.772623642,1,0.903,9.17E-35,C8_LY6E,RPS29
SCO22,4.11E-39,0.336655491,0.556,0.189,1.29E-34,C8_LY6E,SCO2
RAMP12,5.84E-39,0.394092571,0.48,0.14,1.83E-34,C8_LY6E,RAMP1
NT5E1,7.11E-39,0.458179118,0.535,0.18,2.23E-34,C8_LY6E,NT5E
RP11-670E13.63,8.33E-39,0.326677898,0.52,0.168,2.61E-34,C8_LY6E,RP11-670E13.6
NMB3,8.52E-39,0.601493071,0.561,0.202,2.67E-34,C8_LY6E,NMB
STEAP13,9.01E-39,0.523600426,0.535,0.185,2.82E-34,C8_LY6E,STEAP1
RP11-462G2.1,1.19E-38,0.372334455,0.359,0.088,3.72E-34,C8_LY6E,RP11-462G2.1
PLTP2,1.21E-38,0.41534316,0.465,0.141,3.78E-34,C8_LY6E,PLTP
GNB2L18,1.55E-38,0.953663179,0.919,0.433,4.86E-34,C8_LY6E,GNB2L1
SAV1,1.55E-38,0.282039941,0.449,0.134,4.87E-34,C8_LY6E,SAV1
GLTSCR26,1.58E-38,0.710056503,0.894,0.386,4.95E-34,C8_LY6E,GLTSCR2
EPB41L4A-AS17,1.89E-38,0.640669911,0.813,0.388,5.92E-34,C8_LY6E,EPB41L4A-AS1
IFI64,2.06E-38,0.620846399,0.768,0.316,6.44E-34,C8_LY6E,IFI6
BBC32,2.93E-38,0.5903534,0.737,0.321,9.17E-34,C8_LY6E,BBC3
CSTB4,3.84E-38,1.247165404,0.985,0.787,1.20E-33,C8_LY6E,CSTB
C14orf1665,7.14E-38,0.514934034,0.823,0.33,2.24E-33,C8_LY6E,C14orf166
EREG7,1.70E-37,0.756582065,0.692,0.282,5.34E-33,C8_LY6E,EREG
C10orf54,2.08E-37,0.290820056,0.343,0.086,6.52E-33,C8_LY6E,C10orf54
ATP5J28,2.55E-37,0.659074875,0.909,0.395,7.98E-33,C8_LY6E,ATP5J2
MYEOV1,2.75E-37,0.289406161,0.525,0.174,8.61E-33,C8_LY6E,MYEOV
FAM3C3,2.88E-37,0.667020715,0.758,0.357,9.02E-33,C8_LY6E,FAM3C
CREM,3.34E-37,0.344422669,0.535,0.184,1.05E-32,C8_LY6E,CREM
SELM2,3.94E-37,0.377161517,0.455,0.138,1.23E-32,C8_LY6E,SELM
LIF2,1.03E-36,0.444256988,0.51,0.169,3.22E-32,C8_LY6E,LIF
DUSP15,2.14E-36,0.920137788,0.97,0.665,6.70E-32,C8_LY6E,DUSP1
SQRDL3,2.20E-36,0.387408651,0.581,0.209,6.90E-32,C8_LY6E,SQRDL
ZFP364,2.55E-36,0.966686135,0.99,0.726,7.98E-32,C8_LY6E,ZFP36
COL17A14,2.79E-36,0.409165244,0.692,0.264,8.74E-32,C8_LY6E,COL17A1
C7orf552,5.97E-36,0.387292344,0.52,0.18,1.87E-31,C8_LY6E,C7orf55
EPSTI11,6.20E-36,0.402507236,0.722,0.295,1.94E-31,C8_LY6E,EPSTI1
RPS178,9.64E-36,0.889609237,0.975,0.636,3.02E-31,C8_LY6E,RPS17
ISG203,1.06E-35,0.319597015,0.722,0.29,3.31E-31,C8_LY6E,ISG20
SNHG75,2.27E-35,0.536410523,0.879,0.444,7.12E-31,C8_LY6E,SNHG7
CCL3L3,2.76E-35,1.046422383,0.303,0.074,8.63E-31,C8_LY6E,CCL3L3
FOSL13,2.96E-35,0.446561055,0.576,0.209,9.26E-31,C8_LY6E,FOSL1
TIMP14,2.99E-35,0.751348503,0.965,0.546,9.36E-31,C8_LY6E,TIMP1
RHOD3,4.50E-35,0.423699801,0.576,0.213,1.41E-30,C8_LY6E,RHOD
RPS108,5.45E-35,0.729137304,0.99,0.765,1.71E-30,C8_LY6E,RPS10
NDUFA71,6.91E-35,0.347836646,0.727,0.303,2.16E-30,C8_LY6E,NDUFA7
DNTTIP12,1.22E-34,0.592422762,0.793,0.392,3.82E-30,C8_LY6E,DNTTIP1
TMEM2304,2.20E-34,0.521043151,0.838,0.41,6.89E-30,C8_LY6E,TMEM230
FABP61,2.80E-34,0.322748316,0.505,0.172,8.77E-30,C8_LY6E,FABP6
RP11-138A9.2,3.01E-34,0.255129807,0.283,0.067,9.42E-30,C8_LY6E,RP11-138A9.2
CSTA,3.09E-34,0.285664485,0.273,0.061,9.69E-30,C8_LY6E,CSTA
KLF64,4.83E-34,0.8086458,0.939,0.607,1.51E-29,C8_LY6E,KLF6
IRF13,6.78E-34,0.570208677,0.879,0.46,2.12E-29,C8_LY6E,IRF1
RPL384,6.87E-34,0.58562418,1,0.881,2.15E-29,C8_LY6E,RPL38
NR1D1,7.53E-34,0.286492651,0.399,0.118,2.36E-29,C8_LY6E,NR1D1
DUSP21,1.08E-33,0.391634297,0.601,0.226,3.40E-29,C8_LY6E,DUSP2
WDR24,1.10E-33,0.274081506,0.455,0.146,3.45E-29,C8_LY6E,WDR24
ATP5I6,2.08E-33,0.437670762,0.909,0.395,6.52E-29,C8_LY6E,ATP5I
MAP4K42,2.13E-33,0.338653955,0.556,0.206,6.68E-29,C8_LY6E,MAP4K4
RPLP26,2.30E-33,0.575691597,1,0.941,7.20E-29,C8_LY6E,RPLP2
MIR4458HG1,2.76E-33,0.404011699,0.535,0.197,8.65E-29,C8_LY6E,MIR4458HG
RPL305,2.95E-33,0.631406064,1,0.902,9.23E-29,C8_LY6E,RPL30
APOL12,3.00E-33,0.531744652,0.429,0.134,9.41E-29,C8_LY6E,APOL1
CEBPB5,4.38E-33,0.728153703,0.934,0.569,1.37E-28,C8_LY6E,CEBPB
RPS256,8.57E-33,0.668897953,0.99,0.818,2.69E-28,C8_LY6E,RPS25
VAMP23,9.06E-33,0.296588431,0.662,0.276,2.84E-28,C8_LY6E,VAMP2
TAP2,1.26E-32,0.293740618,0.47,0.159,3.93E-28,C8_LY6E,TAP2
RGS101,1.56E-32,0.345147241,0.616,0.251,4.90E-28,C8_LY6E,RGS10
PTMA5,1.90E-32,0.728509666,0.995,0.953,5.95E-28,C8_LY6E,PTMA
C6orf487,1.98E-32,0.708916785,0.894,0.532,6.19E-28,C8_LY6E,C6orf48
FAM103A1,2.08E-32,0.277942684,0.47,0.161,6.52E-28,C8_LY6E,FAM103A1
OAS12,2.28E-32,0.446825287,0.626,0.251,7.15E-28,C8_LY6E,OAS1
HN17,2.43E-32,0.510024772,0.848,0.361,7.61E-28,C8_LY6E,HN1
S100A116,2.52E-32,0.705126933,1,0.806,7.90E-28,C8_LY6E,S100A11
RTFDC13,2.63E-32,0.370680622,0.641,0.253,8.25E-28,C8_LY6E,RTFDC1
BTG13,4.22E-32,0.543310529,0.99,0.759,1.32E-27,C8_LY6E,BTG1
ATP5D6,4.85E-32,0.572435805,0.904,0.395,1.52E-27,C8_LY6E,ATP5D
RPL415,4.85E-32,0.728781448,0.975,0.83,1.52E-27,C8_LY6E,RPL41
FSCN13,6.39E-32,0.327020877,0.46,0.15,2.00E-27,C8_LY6E,FSCN1
SUN13,7.34E-32,0.338709335,0.702,0.312,2.30E-27,C8_LY6E,SUN1
KLF103,9.08E-32,0.479211355,0.753,0.363,2.84E-27,C8_LY6E,KLF10
RRAS1,9.56E-32,0.380719595,0.692,0.301,3.00E-27,C8_LY6E,RRAS
PNRC12,9.99E-32,0.586593724,0.914,0.541,3.13E-27,C8_LY6E,PNRC1
LINC009983,1.11E-31,0.357544516,0.52,0.194,3.47E-27,C8_LY6E,LINC00998
VIMP6,2.07E-31,0.408067326,0.717,0.298,6.47E-27,C8_LY6E,VIMP
RHOV,2.21E-31,0.427145723,0.46,0.158,6.93E-27,C8_LY6E,RHOV
ZFAND11,2.42E-31,0.380665808,0.742,0.345,7.58E-27,C8_LY6E,ZFAND1
MRPS63,2.81E-31,0.653451463,0.828,0.44,8.79E-27,C8_LY6E,MRPS6
FLNA3,3.14E-31,0.253962115,0.601,0.227,9.85E-27,C8_LY6E,FLNA
PLA2G163,3.72E-31,0.385427143,0.737,0.316,1.17E-26,C8_LY6E,PLA2G16
ATP5G16,4.11E-31,0.454049717,0.803,0.34,1.29E-26,C8_LY6E,ATP5G1
FAM134A,4.30E-31,0.280333795,0.424,0.14,1.35E-26,C8_LY6E,FAM134A
ANAPC163,5.84E-31,0.632565305,0.944,0.594,1.83E-26,C8_LY6E,ANAPC16
C4orf33,5.98E-31,0.616409128,0.955,0.581,1.87E-26,C8_LY6E,C4orf3
SULF24,6.20E-31,0.357864988,0.626,0.256,1.94E-26,C8_LY6E,SULF2
GCNT32,6.89E-31,0.399049392,0.525,0.195,2.16E-26,C8_LY6E,GCNT3
CKLF3,9.53E-31,0.455303919,0.783,0.379,2.98E-26,C8_LY6E,CKLF
PSMA25,1.56E-30,0.492654191,0.889,0.429,4.90E-26,C8_LY6E,PSMA2
COX192,2.15E-30,0.308388883,0.672,0.295,6.73E-26,C8_LY6E,COX19
EMP15,2.62E-30,0.357047993,0.773,0.356,8.20E-26,C8_LY6E,EMP1
MRPS212,3.40E-30,0.480288875,0.874,0.461,1.07E-25,C8_LY6E,MRPS21
IFITM38,3.78E-30,0.821417172,0.96,0.662,1.18E-25,C8_LY6E,IFITM3
RPL27A4,3.90E-30,0.570773349,0.995,0.916,1.22E-25,C8_LY6E,RPL27A
CCDC85B5,4.77E-30,0.454935649,0.879,0.471,1.49E-25,C8_LY6E,CCDC85B
SPON11,5.08E-30,0.332412075,0.429,0.142,1.59E-25,C8_LY6E,SPON1
TM2D2,5.96E-30,0.281948735,0.54,0.207,1.87E-25,C8_LY6E,TM2D2
OGFR1,6.06E-30,0.287831858,0.596,0.248,1.90E-25,C8_LY6E,OGFR
PRNP1,6.62E-30,0.286219181,0.561,0.215,2.07E-25,C8_LY6E,PRNP
C11orf733,7.04E-30,0.33632007,0.53,0.202,2.20E-25,C8_LY6E,C11orf73
RPS15A5,7.31E-30,0.552929004,0.995,0.916,2.29E-25,C8_LY6E,RPS15A
LINC006575,9.93E-30,0.360275854,0.682,0.284,3.11E-25,C8_LY6E,LINC00657
AP3S13,1.16E-29,0.55614827,0.859,0.472,3.63E-25,C8_LY6E,AP3S1
FAU2,1.31E-29,0.44688819,1,0.917,4.10E-25,C8_LY6E,FAU
TCF7,1.38E-29,0.258325829,0.455,0.16,4.34E-25,C8_LY6E,TCF7
MTAP1,1.54E-29,0.323158913,0.5,0.193,4.82E-25,C8_LY6E,MTAP
TAF74,1.55E-29,0.298658891,0.848,0.414,4.87E-25,C8_LY6E,TAF7
IFITM22,2.64E-29,0.350738595,0.662,0.282,8.28E-25,C8_LY6E,IFITM2
RPS154,3.94E-29,0.441594361,1,0.951,1.23E-24,C8_LY6E,RPS15
AVPI12,4.08E-29,0.617969429,0.732,0.361,1.28E-24,C8_LY6E,AVPI1
PVRL24,4.54E-29,0.302329502,0.601,0.235,1.42E-24,C8_LY6E,PVRL2
SUMO27,4.65E-29,0.628400482,0.949,0.582,1.46E-24,C8_LY6E,SUMO2
ANXA24,6.54E-29,0.729377736,0.995,0.796,2.05E-24,C8_LY6E,ANXA2
RP11-532F12.53,1.36E-28,0.30447704,0.515,0.198,4.25E-24,C8_LY6E,RP11-532F12.5
GADD45B4,1.82E-28,0.300261797,0.843,0.444,5.71E-24,C8_LY6E,GADD45B
STAT11,3.05E-28,0.39353339,0.591,0.258,9.56E-24,C8_LY6E,STAT1
SMIM72,3.25E-28,0.28207837,0.697,0.318,1.02E-23,C8_LY6E,SMIM7
AKAP121,4.09E-28,0.346722384,0.273,0.07,1.28E-23,C8_LY6E,AKAP12
VKORC14,4.64E-28,0.321215562,0.682,0.304,1.45E-23,C8_LY6E,VKORC1
ISG154,4.92E-28,0.536576887,0.879,0.503,1.54E-23,C8_LY6E,ISG15
ATP5G36,5.49E-28,0.471112744,0.889,0.384,1.72E-23,C8_LY6E,ATP5G3
DUSP52,6.00E-28,0.338568529,0.52,0.196,1.88E-23,C8_LY6E,DUSP5
ARL23,7.70E-28,0.381233897,0.747,0.358,2.41E-23,C8_LY6E,ARL2
ARPC1B4,7.96E-28,0.500503357,0.904,0.478,2.49E-23,C8_LY6E,ARPC1B
GPX44,8.10E-28,0.606544588,0.995,0.703,2.54E-23,C8_LY6E,GPX4
PCBD15,9.02E-28,0.542080621,0.944,0.52,2.83E-23,C8_LY6E,PCBD1
RPL36A4,9.42E-28,0.5453594,0.995,0.752,2.95E-23,C8_LY6E,RPL36A
BIK4,1.26E-27,0.317612187,0.813,0.395,3.96E-23,C8_LY6E,BIK
IL324,1.49E-27,0.616453329,0.949,0.552,4.68E-23,C8_LY6E,IL32
ARL4A4,1.77E-27,0.504038942,0.899,0.535,5.56E-23,C8_LY6E,ARL4A
ATPIF15,2.00E-27,0.34380719,0.854,0.366,6.28E-23,C8_LY6E,ATPIF1
SYS1,2.04E-27,0.272473017,0.52,0.21,6.39E-23,C8_LY6E,SYS1
ATP5C15,2.11E-27,0.382259941,0.788,0.335,6.60E-23,C8_LY6E,ATP5C1
NPC23,2.94E-27,0.583348204,0.944,0.524,9.21E-23,C8_LY6E,NPC2
PMEPA15,3.52E-27,0.539568795,0.864,0.466,1.10E-22,C8_LY6E,PMEPA1
WBSCR224,3.87E-27,0.336179595,0.646,0.273,1.21E-22,C8_LY6E,WBSCR22
FAM195A4,4.07E-27,0.313827946,0.677,0.275,1.27E-22,C8_LY6E,FAM195A
NDUFA133,4.46E-27,0.389031032,0.934,0.513,1.40E-22,C8_LY6E,NDUFA13
SERPINE23,6.04E-27,0.610778542,0.46,0.174,1.89E-22,C8_LY6E,SERPINE2
PITX13,6.39E-27,0.418188323,0.586,0.251,2.00E-22,C8_LY6E,PITX1
APOA1BP4,6.89E-27,0.298767823,0.606,0.246,2.16E-22,C8_LY6E,APOA1BP
SLC39A43,9.75E-27,0.455067379,0.848,0.444,3.06E-22,C8_LY6E,SLC39A4
NOP102,1.53E-26,0.547436649,0.955,0.615,4.78E-22,C8_LY6E,NOP10
ZFP36L15,1.89E-26,0.627471709,0.924,0.613,5.93E-22,C8_LY6E,ZFP36L1
NEDD86,2.35E-26,0.492847887,0.929,0.506,7.36E-22,C8_LY6E,NEDD8
IFITM13,2.49E-26,0.307518563,0.753,0.359,7.80E-22,C8_LY6E,IFITM1
TMSB105,2.74E-26,0.568550892,1,0.97,8.57E-22,C8_LY6E,TMSB10
CCDC531,3.79E-26,0.301227415,0.444,0.167,1.19E-21,C8_LY6E,CCDC53
RPS236,4.93E-26,0.561094938,0.995,0.895,1.54E-21,C8_LY6E,RPS23
PDLIM71,6.02E-26,0.280009897,0.389,0.135,1.88E-21,C8_LY6E,PDLIM7
ITPKC2,7.93E-26,0.258244474,0.485,0.19,2.48E-21,C8_LY6E,ITPKC
NAP1L17,1.81E-25,0.552315437,0.975,0.6,5.67E-21,C8_LY6E,NAP1L1
FNIP13,2.06E-25,0.26442335,0.576,0.256,6.47E-21,C8_LY6E,FNIP1
CASP4,2.94E-25,0.263364091,0.535,0.22,9.20E-21,C8_LY6E,CASP4
NUDT2,3.27E-25,0.265698457,0.591,0.262,1.03E-20,C8_LY6E,NUDT2
PSMF11,3.48E-25,0.298709898,0.727,0.345,1.09E-20,C8_LY6E,PSMF1
CEBPD3,3.82E-25,0.476740485,0.884,0.53,1.20E-20,C8_LY6E,CEBPD
LYZ5,3.98E-25,0.55003857,0.828,0.429,1.25E-20,C8_LY6E,LYZ
HIST3H2A3,4.06E-25,0.27993292,0.616,0.281,1.27E-20,C8_LY6E,HIST3H2A
ATP5B4,4.67E-25,0.311348229,0.833,0.353,1.46E-20,C8_LY6E,ATP5B
MGEA52,4.72E-25,0.282220369,0.485,0.194,1.48E-20,C8_LY6E,MGEA5
PLP26,4.87E-25,0.542501636,0.985,0.607,1.53E-20,C8_LY6E,PLP2
CAPNS11,6.94E-25,0.355286098,0.768,0.404,2.18E-20,C8_LY6E,CAPNS1
CARD192,1.14E-24,0.352302839,0.707,0.352,3.58E-20,C8_LY6E,CARD19
DRAP12,1.47E-24,0.406762863,0.924,0.554,4.60E-20,C8_LY6E,DRAP1
ZFAND2A3,1.60E-24,0.339813126,0.631,0.282,5.02E-20,C8_LY6E,ZFAND2A
C9orf166,1.93E-24,0.627659274,0.97,0.696,6.04E-20,C8_LY6E,C9orf16
RPL395,3.26E-24,0.6080661,0.985,0.819,1.02E-19,C8_LY6E,RPL39
CCNL14,3.29E-24,0.418034451,0.924,0.6,1.03E-19,C8_LY6E,CCNL1
HSPB16,3.97E-24,0.629252892,0.965,0.715,1.24E-19,C8_LY6E,HSPB1
C2orf822,4.23E-24,0.274947273,0.47,0.185,1.33E-19,C8_LY6E,C2orf82
NBEAL12,4.64E-24,0.437212629,0.904,0.564,1.45E-19,C8_LY6E,NBEAL1
PPP1R15A2,4.86E-24,0.456268835,0.965,0.714,1.52E-19,C8_LY6E,PPP1R15A
CHMP1B4,5.63E-24,0.301174569,0.727,0.354,1.76E-19,C8_LY6E,CHMP1B
TRMT1126,6.33E-24,0.456211749,0.949,0.582,1.98E-19,C8_LY6E,TRMT112
PYCARD2,7.29E-24,0.401582822,0.909,0.527,2.28E-19,C8_LY6E,PYCARD
NQO16,7.59E-24,0.464973404,0.803,0.428,2.38E-19,C8_LY6E,NQO1
ABL2,1.03E-23,0.260470947,0.409,0.151,3.23E-19,C8_LY6E,ABL2
PDZD11,1.06E-23,0.287462996,0.692,0.331,3.31E-19,C8_LY6E,PDZD11
RPS284,1.15E-23,0.47680846,1,0.929,3.59E-19,C8_LY6E,RPS28
CLIC32,1.20E-23,0.342082428,0.419,0.152,3.75E-19,C8_LY6E,CLIC3
RPL284,2.27E-23,0.380856827,0.995,0.96,7.10E-19,C8_LY6E,RPL28
RPL317,2.44E-23,0.501255338,0.995,0.883,7.64E-19,C8_LY6E,RPL31
